SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
262,Solana,SOL,09-05-2021 23:59,471212139,4329694489,4561763117,4433019564,51060331156,1.21E+11
263,Solana,SOL,10-05-2021 23:59,4587750147,3955884763,4434209297,429096342,49952807574,1.17E+12
264,Solana,SOL,11-05-2021 23:59,4515120191,3976296959,4287227262,4457746773,47373133264,1.22E+12
265,Solana,SOL,12-05-2021 23:59,4897903539,4245731054,4459152554,4245731054,1.15E+11,1.16E+11
266,Solana,SOL,13-05-2021 23:59,4541709923,3752689336,4323508348,4099785093,1.02E+11,1.12E+12
267,Solana,SOL,14-05-2021 23:59,4479143686,399860526,4103451854,4271786492,50416771124,1.16E+12
268,Solana,SOL,15-05-2021 23:59,4539178963,393746057,4269994585,4346130814,5004457219,1.18E+11
269,Solana,SOL,16-05-2021 23:59,5250135077,4191549761,4340169344,4720082674,1.99E+11,1.29E+11
270,Solana,SOL,17-05-2021 23:59,5187603133,4330291605,4689802269,4686320579,1.95E+11,1.28E+11
271,Solana,SOL,18-05-2021 23:59,5830292665,4618755746,4666041775,5591096029,2.03E+11,1.52E+12
272,Solana,SOL,19-05-2021 23:59,5752577199,2942985979,5608925681,3510718335,2.77E+11,9.57E+11
273,Solana,SOL,20-05-2021 23:59,5125844794,3231814122,3504304516,4474274669,2.49E+11,1.22E+12
274,Solana,SOL,21-05-2021 23:59,4764559102,3383739606,4444725253,3881285182,1.77E+11,1.06E+12
275,Solana,SOL,22-05-2021 23:59,4000957894,312548617,3898837859,3131558234,10787517508,8.54E+11
276,Solana,SOL,23-05-2021 23:59,3243626905,1913983901,3122576685,246887481,1.93E+11,6.73E+11
277,Solana,SOL,24-05-2021 23:59,3209444973,2449832001,2449832001,3128357082,1.35E+11,8.53E+11
278,Solana,SOL,25-05-2021 23:59,3313012834,2610007356,3139634748,2999707775,90947030461,8.18E+11
279,Solana,SOL,26-05-2021 23:59,3723763519,2900855511,3004799113,3553981588,1.07E+11,9.69E+11
280,Solana,SOL,27-05-2021 23:59,3552704866,3112712917,3548244751,3358459127,64938905789,9.16E+11
281,Solana,SOL,28-05-2021 23:59,3450250599,2806714391,3367552514,290392767,60025558178,7.92E+11
282,Solana,SOL,29-05-2021 23:59,3002233806,2575094018,2900313033,2737642132,37685986634,7.46E+11
283,Solana,SOL,30-05-2021 23:59,2974925499,2565029323,2740831498,2860265892,35966170365,7.80E+11
284,Solana,SOL,31-05-2021 23:59,329835909,2752474505,2860424137,3281624582,53482650442,8.95E+11
285,Solana,SOL,01-06-2021 23:59,3328991653,2988017323,327708869,309852604,43205311717,8.45E+11
286,Solana,SOL,02-06-2021 23:59,3503815395,3043285658,3093523785,3395631637,49756741782,9.26E+11
287,Solana,SOL,03-06-2021 23:59,4114537983,3379223169,3401871593,3947090699,96005610614,1.08E+12
288,Solana,SOL,04-06-2021 23:59,3960986377,3431090061,3958130434,3741507138,1.06E+11,1.02E+12
289,Solana,SOL,05-06-2021 23:59,4282267205,3709911074,3741737934,3958540119,1.11E+11,1.08E+12
290,Solana,SOL,06-06-2021 23:59,4337719402,3896399696,3974912492,4230837824,79438736426,1.15E+12
291,Solana,SOL,07-06-2021 23:59,4410055822,380908398,4225367912,382623335,92315761383,1.04E+12
292,Solana,SOL,08-06-2021 23:59,4247828958,336854604,3825126869,4151781354,1.79E+11,1.13E+12
293,Solana,SOL,09-06-2021 23:59,439975669,3936863503,4127979305,4203177788,1.22E+11,1.15E+12
294,Solana,SOL,10-06-2021 23:59,4300490804,3959678412,4202403536,4109867281,59524668949,1.12E+12
295,Solana,SOL,11-06-2021 23:59,4131248445,3531117152,4111015538,360460873,51866660277,9.83E+11
296,Solana,SOL,12-06-2021 23:59,3761422297,3431815742,361643526,3644168945,54907041712,9.94E+11
297,Solana,SOL,13-06-2021 23:59,3935997513,3478298953,3651470765,3877043536,4529886744,1.06E+12
298,Solana,SOL,14-06-2021 23:59,4047652225,3681413418,3870452013,3871305293,47787146295,1.06E+11
299,Solana,SOL,15-06-2021 23:59,4175867325,3943581269,4053583999,4115364704,6052851434,1.12E+12
300,Solana,SOL,16-06-2021 23:59,4149630734,3750349898,3954534903,3970361677,57601690176,1.08E+12
301,Solana,SOL,17-06-2021 23:59,4123743184,3828608315,3968927099,3926459349,41777559991,1.07E+12
302,Solana,SOL,18-06-2021 23:59,394271292,3500401695,3926678549,3664879726,42416336882,9.99E+11
303,Solana,SOL,19-06-2021 23:59,3735458704,3498160715,3681910554,3535343464,26464075032,9.64E+11
304,Solana,SOL,20-06-2021 23:59,3592838763,3136209393,3523702572,3532201165,45258753123,9.63E+11
305,Solana,SOL,21-06-2021 23:59,3549761474,2594907889,3526143549,2665740024,76034454101,7.27E+11
306,Solana,SOL,22-06-2021 23:59,2871296813,2038044415,2659283132,2677185571,12585800611,7.30E+11
307,Solana,SOL,23-06-2021 23:59,3277296182,2569648454,2691294172,3004888728,1.11E+11,8.19E+11
308,Solana,SOL,24-06-2021 23:59,329913104,2854838485,3084607842,3118103477,64115036416,8.50E+11
309,Solana,SOL,25-06-2021 23:59,3290251437,2803508047,3116853053,2869886234,6320521774,7.82E+11
310,Solana,SOL,26-06-2021 23:59,3000703599,2671081442,2860789755,297128554,56034271032,8.10E+11
311,Solana,SOL,27-06-2021 23:59,3192939059,2927119729,2975264012,3192939059,49735328791,8.71E+11
312,Solana,SOL,28-06-2021 23:59,34243226,3103512722,3188082998,3292778164,47361213461,8.98E+11
313,Solana,SOL,29-06-2021 23:59,3578857772,3272668303,3300978597,3386680149,4718542791,9.23E+11
314,Solana,SOL,30-06-2021 23:59,3595472226,3160135067,3396297243,3555640607,5709841679,9.69E+11
315,Solana,SOL,01-07-2021 23:59,3553819144,3238627423,3550565339,3340403357,47466532076,9.11E+11
316,Solana,SOL,02-07-2021 23:59,3403178588,3147992402,3330630993,3402048201,44029877957,9.28E+11
317,Solana,SOL,03-07-2021 23:59,3540477019,3329847492,3401557504,3447881569,32701996378,9.40E+11
318,Solana,SOL,04-07-2021 23:59,3550237168,3355573709,3449511721,3431060133,30342051991,9.35E+11
319,Solana,SOL,05-07-2021 23:59,3446182386,3248269155,3428255049,3298458751,31383932249,8.99E+11
320,Solana,SOL,06-07-2021 23:59,3497831874,3293030657,3293030657,3426913971,36533604007,9.34E+11
